Name                             IS_Rad        IS_x        IS_y        IS_z      ES_Rad        ES_x        ES_y        ES_z      Acoeff  Sphericity         BSR    Round DP  Round MaxC      Length       Width       Thick          D2          D3    Corey SF         ASF         MPS         ESF     Hofmann
cement152-anm-01891.dat            5.32     -0.0904        1.44        0.57        10.9      -0.221       -0.47       0.628        5.72        0.86       0.489       0.836       0.412        20.8        18.2        14.8          18        13.5       0.697       0.971       0.786       0.763       0.986
cement152-anm-01894.dat            6.18      -0.893        2.75       0.182        15.7        1.68       0.212       0.671        6.08        0.81       0.394       0.762       0.464        31.3        29.6        14.7        29.5        14.6       0.481       0.892       0.614       0.557       0.956
cement152-anm-01895.dat            7.64        1.07       -2.28       0.648        21.1        1.21        6.35       0.816        6.22       0.796       0.362       0.745       0.429        42.6        24.1          20        24.1          20       0.624       0.924        0.73       0.655        0.95
cement152-anm-01896.dat            7.24        2.32       -3.65       -1.71          21      -0.555      0.0701        1.72        6.57       0.745       0.345       0.679       0.473        42.1        34.7        16.8        34.7        16.8        0.44       0.863       0.578        0.51       0.943
cement152-anm-01897.dat            3.41        1.68       0.212       0.323        10.7       0.285       -1.49      -0.494        6.58       0.756       0.319       0.693        0.44        21.2        16.4        8.13        16.4        8.13       0.436       0.859       0.575       0.503       0.939
cement152-anm-01899.dat            4.28        3.08      -0.389       0.392        12.4       0.453        2.38       0.306        6.29       0.774       0.345       0.717        0.41        24.7        16.3        10.6        16.3        10.6       0.528       0.904       0.654       0.584       0.948
cement152-anm-01900.dat            14.2        7.26        2.87       0.986        31.5       -2.44       -3.85         1.8         5.8       0.843        0.45       0.808       0.477        63.2        43.2        39.9        42.5        41.4       0.799        0.97       0.861       0.827       0.982
cement152-anm-01905.dat            9.71       -9.62        1.22        3.84        30.4       0.867        4.55       0.291        6.53       0.754       0.319       0.682       0.524          61        43.8        23.8        43.8        23.8       0.461       0.873       0.596       0.524        0.94
cement152-anm-01906.dat            4.56       -1.38        1.67       -1.02        15.6      -0.174       -2.76        1.52        6.65       0.725       0.292       0.662       0.411        31.2        20.7        11.3        20.7        11.3       0.443       0.858       0.581       0.499        0.93
cement152-anm-01908.dat            5.54        2.22        2.09       0.192        11.3      -0.377      -0.801     -0.0557        5.79       0.849       0.491       0.819       0.397        22.5        20.2        13.4        20.2        13.4       0.627       0.954       0.732         0.7       0.979
cement152-anm-01909.dat            4.06       -2.53         7.8       -2.67        13.6       -1.19       -0.47       0.328         6.5       0.732       0.299       0.646       0.505        26.3        23.4        10.2        23.4        10.2       0.409       0.843       0.551        0.48       0.937
cement152-anm-01911.dat            5.86        -1.5      -0.189     -0.0951        12.3        1.23        1.48      -0.494        5.85       0.844       0.475       0.814        0.36        24.8        17.1        15.1        17.1        15.1       0.733       0.965       0.813       0.776       0.979
cement152-anm-01917.dat            7.39       -0.35       0.552        1.03        13.3       0.478           0       0.189        5.55       0.887       0.557       0.866       0.446        26.3        24.8          20          24        20.9       0.831       0.992       0.884       0.876       0.996
cement152-anm-01918.dat            5.88       -5.57        1.43    3.52e-16        22.9        1.86      -0.477        2.64        6.78        0.72       0.257       0.625       0.513        46.2        32.6        12.7        32.6        12.8       0.329       0.766       0.476       0.381       0.899
cement152-anm-01920.dat            5.07       -6.12       -3.36       0.882        18.5       0.965        2.05        1.07        6.86       0.723       0.273       0.635       0.491        37.3        26.4        11.1        26.2        11.1       0.354       0.791       0.501       0.409       0.908
cement152-anm-01922.dat            5.32        1.11       0.809       0.999        10.2      -0.398      -0.219        -1.4        5.78       0.869       0.522       0.851       0.358        20.2        15.8        13.6        15.6          14       0.793       0.981       0.857       0.836       0.989
cement152-anm-01924.dat               5        1.26       -2.68      -0.187        16.8        1.41           0        0.27        6.48       0.762       0.298       0.708       0.399        33.7        18.1        14.2        18.1        14.2       0.575       0.904       0.692       0.603       0.936
cement152-anm-01925.dat            7.13       -1.22       -1.92      -0.143        15.1        1.48        1.08       0.861        5.61       0.877       0.471       0.848       0.473        29.7        25.9        17.3        25.9        17.3       0.625       0.953       0.731       0.697       0.978
cement152-anm-01928.dat            8.19       0.209       0.252       0.516        15.3      -0.251       0.533       -2.29        5.58       0.884       0.534       0.861       0.433        30.6        23.3        19.7        23.3        19.7       0.737       0.972       0.816       0.789       0.985
cement152-anm-01930.dat            7.37        3.23       -1.28        1.63          16       -1.22       -1.47       -0.62        5.95       0.827        0.46       0.799        0.46        31.1        27.6        23.2        25.1        20.6       0.739       0.976       0.817       0.795       0.987
